Estación : GUEPPI
Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,TENIENTE MANUEL CLAVERO
Latitud :,0°7'1.92'',Longitud :,75°15'1.08'',Altitud :,199 msnm.
Tipo :,EMA - Meteorológica,Código :,101004
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/09/01,00:00,25.6,0.0,93,S/D,0.0
2024/09/01,01:00,25.1,0.0,95,197,0.0
2024/09/01,02:00,24.8,0.0,95,S/D,0.0
2024/09/01,03:00,24.3,0.0,96,S/D,0.0
2024/09/01,04:00,24.2,0.0,96,S/D,0.0
2024/09/01,05:00,23.8,0.0,96,S/D,0.0
2024/09/01,06:00,23.4,0.0,97,S/D,0.0
2024/09/01,07:00,23.4,0.0,97,S/D,0.0
2024/09/01,08:00,25.1,0.0,96,S/D,0.0
2024/09/01,09:00,26.7,0.0,92,S/D,0.0
2024/09/01,10:00,28.4,0.0,85,323,0.0
2024/09/01,11:00,29.9,0.0,78,322,0.4
2024/09/01,12:00,30.4,0.0,77,308,0.7
2024/09/01,13:00,30.6,0.0,74,310,1.0
2024/09/01,14:00,29.1,0.0,78,352,1.5
2024/09/01,15:00,27.3,0.0,84,317,0.5
2024/09/01,16:00,30.5,0.0,74,302,0.2
2024/09/01,17:00,30.7,0.0,74,226,0.6
2024/09/01,18:00,22.5,0.0,92,148,4.4
2024/09/01,19:00,21.3,0.0,100,183,0.5
2024/09/01,20:00,22.0,0.0,99,275,0.2
2024/09/01,21:00,22.0,0.0,99,223,0.0
2024/09/01,22:00,22.1,0.0,100,S/D,0.0
2024/09/01,23:00,22.5,0.0,99,329,0.0
2024/09/02,00:00,22.2,0.0,99,271,0.2
2024/09/02,01:00,22.0,0.0,99,220,0.0
2024/09/02,02:00,22.2,0.0,99,271,0.3
2024/09/02,03:00,21.8,0.0,100,S/D,0.0
2024/09/02,04:00,21.8,0.0,100,260,0.0
2024/09/02,05:00,22.1,0.0,99,276,0.3
2024/09/02,06:00,22.1,0.0,99,303,0.0
2024/09/02,07:00,22.0,0.0,99,263,0.1
2024/09/02,08:00,22.8,0.0,98,267,0.5
2024/09/02,09:00,24.4,0.0,94,258,0.2
2024/09/02,10:00,24.9,0.0,94,81,0.4
2024/09/02,11:00,23.5,0.0,96,73,2.7
2024/09/02,12:00,23.0,0.0,96,77,2.1
2024/09/02,13:00,23.1,0.0,98,111,0.4
2024/09/02,14:00,24.3,0.0,95,13,0.1
2024/09/02,15:00,25.1,0.0,92,207,0.0
2024/09/02,16:00,25.3,0.0,91,302,0.2
2024/09/02,17:00,25.4,0.0,89,295,0.0
2024/09/02,18:00,25.3,0.0,91,S/D,0.0
2024/09/02,19:00,24.6,0.0,94,247,0.0
2024/09/02,20:00,23.9,0.0,97,S/D,0.0
2024/09/02,21:00,23.8,0.0,97,261,0.1
