Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : GUEPPI
Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,TENIENTE MANUEL CLAVERO
Latitud :,0°7'1.92'',Longitud :,75°15'1.08'',Altitud :,199 msnm.
Tipo :,EMA - Meteorológica,Código :,101004
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/10/01,00:00,22.9,6.4,98,135,1.7
2023/10/01,01:00,22.8,3.1,99,11,0.2
2023/10/01,02:00,22.9,0.1,99,43,0.5
2023/10/01,03:00,22.9,0.1,99,315,1.1
2023/10/01,04:00,22.9,0.0,99,287,0.7
2023/10/01,05:00,22.8,0.0,99,239,0.7
2023/10/01,06:00,22.9,0.0,98,319,1.0
2023/10/01,07:00,22.9,0.0,98,312,0.5
2023/10/01,08:00,23.4,0.0,97,212,0.5
2023/10/01,09:00,24.3,0.0,92,305,0.5
2023/10/01,10:00,25.7,0.0,86,34,0.6
2023/10/01,11:00,27.4,0.0,79,349,0.7
2023/10/01,12:00,29.0,0.0,72,330,0.5
2023/10/01,13:00,30.5,0.0,65,347,1.0
2023/10/01,14:00,31.5,0.0,60,311,1.2
2023/10/01,15:00,32.0,0.0,58,317,1.1
2023/10/01,16:00,32.1,0.0,57,336,0.6
2023/10/01,17:00,32.5,0.0,55,301,0.3
2023/10/01,18:00,30.2,0.0,69,201,0.1
2023/10/01,19:00,S/D,S/D,S/D,S/D,S/D
2023/10/01,20:00,25.8,0.0,93,167,0.4
2023/10/01,21:00,25.2,0.0,95,163,0.6
2023/10/01,22:00,24.7,0.0,96,196,0.2
2023/10/01,23:00,24.5,0.0,96,165,0.0
2023/10/02,00:00,24.3,0.0,95,81,0.5
2023/10/02,01:00,23.9,0.0,97,219,0.3
2023/10/02,02:00,23.7,0.0,98,258,0.2
2023/10/02,03:00,23.5,0.0,98,211,0.2
2023/10/02,04:00,23.2,0.0,98,85,0.1
2023/10/02,05:00,23.0,0.0,98,158,0.2
2023/10/02,06:00,22.7,0.0,98,159,0.5
2023/10/02,07:00,23.9,0.0,95,177,0.3
2023/10/02,08:00,26.8,0.0,85,309,0.5
2023/10/02,09:00,27.9,0.0,81,342,1.0
2023/10/02,10:00,29.5,0.0,75,323,0.9
2023/10/02,11:00,31.2,0.0,65,325,0.7
2023/10/02,12:00,31.9,0.0,60,309,1.1
2023/10/02,13:00,33.0,0.0,57,311,0.8
2023/10/02,14:00,33.5,0.0,55,291,0.7
2023/10/02,15:00,34.0,0.0,52,310,0.8
2023/10/02,16:00,34.2,S/D,S/D,S/D,S/D
2023/10/02,17:00,33.8,0.0,49,332,0.4
2023/10/02,18:00,30.5,0.0,72,137,0.1
2023/10/02,19:00,S/D,S/D,S/D,S/D,S/D
2023/10/02,20:00,27.1,0.0,88,114,1.0
2023/10/02,21:00,26.9,0.0,89,74,0.7
2023/10/02,22:00,26.1,0.0,94,143,0.2
2023/10/02,23:00,26.0,0.0,95,199,0.5
2023/10/03,00:00,25.6,0.0,95,174,0.3
2023/10/03,01:00,25.2,0.0,96,191,0.5
2023/10/03,02:00,25.1,0.0,97,102,0.4
2023/10/03,03:00,24.8,0.0,97,170,0.7
2023/10/03,04:00,24.5,0.0,97,146,0.3
2023/10/03,05:00,24.2,0.0,98,167,0.7
2023/10/03,06:00,24.0,0.0,97,119,0.6
2023/10/03,07:00,25.3,0.0,93,84,0.5
2023/10/03,08:00,27.8,0.0,85,60,0.5
2023/10/03,09:00,29.4,0.0,78,353,0.8
2023/10/03,10:00,31.2,0.0,71,7,1.1
2023/10/03,11:00,32.3,0.0,64,22,1.2
2023/10/03,12:00,33.2,0.0,58,336,0.7
2023/10/03,13:00,34.1,0.0,54,310,0.7
2023/10/03,14:00,34.3,0.0,53,311,1.0
2023/10/03,15:00,34.4,0.0,54,349,0.7
2023/10/03,16:00,33.8,0.0,57,348,1.3
2023/10/03,17:00,33.1,0.0,62,324,1.6
2023/10/03,18:00,31.0,0.0,74,350,1.0
2023/10/03,19:00,28.6,0.0,88,137,0.3
2023/10/03,20:00,27.8,0.0,91,86,0.8
2023/10/03,21:00,27.1,0.0,93,169,0.5
2023/10/03,22:00,26.5,0.0,95,117,1.1
2023/10/03,23:00,26.4,0.0,92,89,0.9
2023/10/04,00:00,25.5,0.0,96,134,0.8
2023/10/04,01:00,25.3,0.0,95,117,1.3
2023/10/04,02:00,25.3,0.0,93,114,0.7
2023/10/04,03:00,24.5,0.0,97,194,0.7
2023/10/04,04:00,24.4,0.0,98,208,0.2
2023/10/04,05:00,24.3,0.0,98,219,0.3
2023/10/04,06:00,24.0,0.0,98,165,0.5
2023/10/04,07:00,24.8,0.0,96,184,0.7
2023/10/04,08:00,27.2,0.0,89,358,0.3
2023/10/04,09:00,29.4,0.0,77,3,0.8
