Estación : GUEPPI
Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,TENIENTE MANUEL CLAVERO
Latitud :,0°7'1.92'',Longitud :,75°15'1.08'',Altitud :,199 msnm.
Tipo :,EMA - Meteorológica,Código :,101004
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/07/01,00:00,24.4,0.0,94,S/D,0.0
2024/07/01,01:00,24.2,0.0,95,S/D,0.0
2024/07/01,02:00,24.1,0.0,95,205,0.0
2024/07/01,03:00,23.8,0.0,96,200,0.0
2024/07/01,04:00,23.9,0.0,96,248,0.0
2024/07/01,05:00,23.6,0.0,96,S/D,0.0
2024/07/01,06:00,23.3,0.0,96,272,0.0
2024/07/01,07:00,23.4,0.0,97,320,0.1
2024/07/01,08:00,24.3,0.0,96,224,0.1
2024/07/01,09:00,25.2,0.0,93,222,0.5
2024/07/01,10:00,26.1,0.0,90,252,0.1
2024/07/01,11:00,26.7,0.0,88,248,0.2
2024/07/01,12:00,25.7,6.9,90,192,1.2
2024/07/01,13:00,26.4,0.0,90,304,0.1
2024/07/01,14:00,28.3,0.0,84,333,0.1
2024/07/01,15:00,24.8,32.3,91,233,0.9
2024/07/01,16:00,23.8,1.3,96,S/D,0.0
2024/07/01,17:00,24.5,0.0,94,S/D,0.0
2024/07/01,18:00,24.9,0.0,94,S/D,0.0
2024/07/01,19:00,24.8,0.0,95,223,0.0
2024/07/01,20:00,24.6,0.1,96,200,0.0
2024/07/01,21:00,24.3,0.2,96,160,1.9
2024/07/01,22:00,23.5,5.0,96,148,3.2
2024/07/01,23:00,22.8,5.6,97,156,2.2
2024/07/02,00:00,22.5,0.4,97,149,0.9
2024/07/02,01:00,22.5,0.0,97,146,0.1
2024/07/02,02:00,22.5,0.0,98,184,0.0
2024/07/02,03:00,22.5,0.4,98,197,0.2
2024/07/02,04:00,22.4,0.2,98,S/D,0.0
2024/07/02,05:00,22.5,0.1,98,S/D,0.0
2024/07/02,06:00,22.6,0.0,98,S/D,0.0
2024/07/02,07:00,22.7,0.0,98,271,0.1
2024/07/02,08:00,23.1,0.0,98,256,0.2
2024/07/02,09:00,23.4,0.0,97,249,0.1
2024/07/02,10:00,23.8,0.4,96,253,0.0
2024/07/02,11:00,24.6,0.1,95,249,0.1
2024/07/02,12:00,24.8,4.4,96,219,0.6
2024/07/02,13:00,25.6,0.6,93,275,1.5
2024/07/02,14:00,25.4,0.5,93,313,0.7
2024/07/02,15:00,24.3,18.0,95,283,0.9
2024/07/02,16:00,23.7,0.5,96,319,0.1
2024/07/02,17:00,24.6,0.0,95,320,0.1
2024/07/02,18:00,24.4,3.9,95,204,0.4
2024/07/02,19:00,23.4,2.8,96,206,0.1
2024/07/02,20:00,23.4,0.4,97,348,0.0
2024/07/02,21:00,23.6,1.0,97,335,0.2
2024/07/02,22:00,23.5,2.1,97,334,0.2
2024/07/02,23:00,23.2,13.5,98,18,0.3
